"ï»¿Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",BRId,GenderId,IAId
IND74150,"Joshua Porter",58,31754,29-03-2020,"Donald Reynolds",European,"Database Administrator II",Mid,Jade,21970.97,7296.21,2,204.71,258938.79,127319.24,108595.82,80997.51,8921.12,116205.76,0,1,3,1,2
IND71806,"Evelyn Davis",26,2783,21-04-2010,"Keith Griffin",Asian,"Account Representative IV",Mid,Platinum,157903.39,24730.79,1,1723.95,222678.45,89287.6,54605.64,19377.62,21003.39,995856.75,0,1,4,2,3
IND92305,"Arthur Vasquez",60,14885,21-04-2018,"Anthony Torres",African,"Human Resources Manager",High,Platinum,27469.92,15909.92,1,2995.14,472794.65,535094.2,233680.38,124934.34,30842.04,123411.3,3,1,1,2,4
IND50530,"Eugene Myers",51,15976,05-03-2017,"Shawn Wallace",Australian,"Web Developer III",Mid,Jade,150224.49,13471.78,1,10.68,48561.78,175088.88,120894.7,72661.89,78.87,405905.02,1,1,1,1,5
IND23766,"Denise Campbell",75,27916,23-11-2004,"Joshua Bennett",African,"Cost Accountant",Mid,Gold,222977.36,34262.65,1,5567.23,278909.21,821381.48,497151.95,344331.76,34701.18,1256329.17,3,4,1,2,6
IND51999,"Justin Murphy",22,41329,07-11-2011,"Joshua Bennett",Asian,"VP Accounting",Mid,Jade,53692.16,21817.95,1,3485.44,492002.97,1748950.02,511597.63,569658.01,35765.61,1918772.63,0,2,2,1,7
IND74286,"Pamela Nichols",80,2474,07-08-2010,"Bruce Butler",Asian,"Project Manager",Low,Platinum,315625.9,7689.95,1,3854.92,173071.87,290695.76,349743.33,107602.85,21933.25,413073.87,0,3,2,1,8
IND96410,"Debra Montgomery",51,14593,25-08-2001,"Patrick Graham",Asian,"Technical Writer",Mid,Silver,68785.31,6001.5,1,1473.24,452592.97,67101.73,40379.8,23182.76,5537.85,716674.82,0,1,3,2,9
IND19975,"Judy Myers",47,28644,31-03-2010,"Joshua Bennett",American,"Software Engineer II",Low,Silver,44664.01,22347.05,1,155.9,861778.17,856487.3,417263.04,176275.34,36125.73,1149200.02,1,1,3,2,10
IND33502,"Brandon Harris",68,16878,03-01-2017,"Paul Holmes",European,"VP Sales",Mid,Jade,102662.31,29101.05,2,6378.37,890491.39,147432.65,36543.14,60838.02,31572.04,432845.77,0,2,3,2,11
IND66341,"Bobby Watkins",75,23361,10-01-2019,"Paul Holmes",European,"Web Designer IV",High,Gold,336627.38,34353,1,740.09,257342.64,1769697.67,1059031.68,321053.81,30243.78,1803174.89,2,3,3,2,12
IND70050,"Ralph Sullivan",33,33429,03-11-2012,"Roy Rice",Asian,"Statistician II",Mid,Jade,388550.52,72210.32,1,8095.65,2381138.32,1246002.33,276889.41,582506.09,74882.81,2238560.25,3,4,3,2,13
IND96601,"Heather Patterson",78,42072,01-10-2020,"Stephen Payne",European,Recruiter,High,Silver,335346.96,11722.05,1,3055.77,543866.64,311496.34,269963.49,306512.39,31149.36,701015.64,1,5,3,2,14
IND95215,"Irene Willis",62,37847,02-06-2019,"Bobby Burton",European,"Administrative Assistant III",Mid,Platinum,424394.33,42781.52,1,2730.98,1200805.46,805006.72,276991.56,712214.55,37754.4,1717982.32,2,3,3,1,15
IND77741,"Gerald Richards",57,4384,13-11-2006,"Paul Larson",European,"Database Administrator II",High,Silver,256234.92,61022.76,1,6906.18,1677991.21,1635153.76,649422.77,540876.39,58327.15,1427372.62,0,3,4,2,16
IND80280,"Tammy Brooks",68,12779,13-12-1996,"Gregory Simmons",European,"Assistant Media Planner",High,Jade,36030.3,31578.36,1,1219.38,530279.44,166642.06,160313.88,54675.47,18631.01,599993.75,1,2,4,2,17
IND41934,"Dennis Baker",45,649,12-09-2003,"Donald Reynolds",Asian,"Statistician IV",High,Jade,199546.53,12853.32,1,4383.23,975487.5,781992.09,243981.53,286209.11,7917.75,2038248.79,2,2,1,1,18
IND90650,"Irene Reynolds",32,6011,04-12-2002,"Joshua Ryan",Asian,"Engineer III",Mid,Jade,79425.62,9808.56,1,614.92,487050.58,580085.14,199599.19,496253.48,32646.39,510896.6,2,1,2,1,19
IND94273,"Eric Castillo",74,15239,17-06-2013,"Donald Reynolds",European,"Media Manager III",High,Silver,37600.42,12698.52,3,821.54,250595.95,519934.04,234336.47,159495.26,14215.34,389519.56,0,1,3,1,20
IND44029,"Matthew Rodriguez",52,28171,03-05-2003,"Todd Roberts",Asian,"Structural Analysis Engineer",Mid,Jade,222815.17,40789.28,1,4068.8,961006.42,88271.98,29724.24,46468.89,42918.9,912686.23,0,2,4,1,21
IND45063,"Eric Reynolds",75,38300,16-11-2020,"Gregory Simmons",European,"Executive Secretary",High,Gold,141963.47,12185.08,1,1073.26,599113.56,1209702.56,425951.61,332242.25,24756.85,413357.88,1,1,1,2,22
IND70183,"Jesse Lane",82,42747,18-03-2005,"Stephen Payne",European,Operator,Mid,Jade,75807.36,17002.7,2,3280.38,647520.73,26021.94,20395.58,14769.21,23382.82,414144.95,0,2,1,1,1
IND35875,"Joe Freeman",72,30620,16-12-2003,"Samuel Fowler",American,"Media Manager III",High,Silver,196216.48,46580.16,1,5982.17,1520782.98,570748.36,300623.18,94543.81,43542.99,1208409.05,0,2,1,2,2
IND75766,"Willie Wagner",47,6433,01-04-2019,"Jason Duncan",European,"Nurse Practicioner",Mid,Jade,397676.18,46862.55,2,10269.45,772691.72,1282034.49,309753.3,572699.43,89158.1,1114325.48,1,5,2,1,3
IND52274,"Jesse Peterson",72,41138,29-01-2019,"Joe Price",European,"Account Representative I",Mid,Silver,95884.87,13662.34,1,443.58,49153.64,529249.04,543553.07,144184.6,7199.22,998314.12,0,2,2,2,4
IND25512,"Arthur Snyder",23,15353,10-12-1996,"Frank Brown",African,"VP Quality Control",Mid,Silver,170389.44,44144.48,2,6518.7,566788.22,2195313.28,1118367.14,160023.15,316.19,1866373.72,0,2,3,1,8
IND85958,"Gary Hunt",52,6801,04-08-2006,"Shawn Long",Australian,"Research Associate",High,Jade,77420.05,25194.68,1,2804.37,1802064.59,3047678.11,1552957,438710.35,80730.17,1959127.99,3,2,3,2,9
IND24266,"Jack Spencer",20,16402,17-09-2002,"Joe Hanson",Asian,"Payment Adjustment Coordinator",High,Jade,163043.73,21898.8,1,4012.27,1072353.02,0,0,0,40255.35,1302218.19,1,3,3,1,10
IND19846,"Lois Griffin",18,33054,13-06-2019,"Anthony Berry",European,"Recruiting Manager",Mid,Platinum,97502.58,5150.34,2,1344.22,157753.41,150704.23,101864.9,21098.59,20996.65,385928.65,2,1,3,2,11
IND93267,"Clarence Chavez",52,28350,20-09-2013,"Shawn Long",American,"Engineer III",Low,Jade,191630.74,31036.46,2,5646.48,1397029.05,1049952.8,464733.21,475060.61,2821.02,703070.79,0,4,3,1,12
IND80594,"Ann Hernandez",36,12419,03-10-2018,"Bruce Porter",Australian,"Developer IV",High,Platinum,66802.23,21204,2,2798.68,386423.99,531230.57,249678.37,306891.9,21076.9,649812.08,3,1,3,2,13
IND80690,"Joe Mason",82,6674,26-03-2004,"Chris Armstrong",European,"Software Test Engineer III",High,Jade,110364.71,24412.82,1,752.52,94224.55,350433.96,303360.74,239445.77,26551.58,479127.01,2,2,3,2,14
IND13801,"Ashley Coleman",19,8332,31-12-2016,"Jesse Evans",European,"Product Engineer",High,Jade,125706.35,30939.57,1,4904.42,1617744.24,243600.03,94621.5,54417.43,16818.52,526397.01,2,3,4,1,15
IND80847,"Brandon Tucker",63,14854,23-03-2020,"Joshua Bennett",European,"Geologist IV",High,Silver,30509.3,16039.13,2,116.14,447251.73,127045.88,86132.8,23471.19,33808.99,708654.19,1,1,4,2,1
IND56469,"Peter Sanchez",51,23145,13-08-2000,"James Castillo",European,"Executive Secretary",High,Jade,174820.33,39963.52,1,1423.87,376822.89,933331.01,460184.04,165407,48243,1101798.6,1,2,1,2,2
IND96719,"Robin Woods",50,31263,14-09-2020,"Jason Duncan",Australian,"Database Administrator I",High,Jade,214432.05,19656,1,2129.4,601115.76,506969.44,321080.65,297929.04,6751.08,1457392.86,3,2,2,2,3
IND69161,"Ronald Turner",20,35334,11-04-2020,"Shawn Cook",European,"Biostatistician II",Mid,Gold,158390.39,42135.6,1,92.75,424424.85,348631.44,228195.13,401623.42,2156.06,787650.25,0,3,3,2,4
IND63563,"Jacqueline Jacobs",85,32711,07-11-2007,"Jason Duncan",European,"Product Engineer",Mid,Gold,191377.91,43629.74,1,3899.23,1444418.31,1425990.31,753353.37,556405.28,43399.16,1256997.06,2,3,4,2,5
IND33616,"Aaron Vasquez",63,30784,11-03-2012,"Samuel Fowler",European,"Senior Cost Accountant",Mid,Silver,70008.45,18547.88,3,243.3,139171.91,45857.72,21291.09,41206.44,9063.16,34164.75,3,1,1,2,6
IND61446,"Lisa Fernandez",69,9033,06-10-2000,"Anthony Torres",European,"Statistician II",Mid,Silver,65431.3,25178.1,1,2991.32,352619.01,509618.04,364012.89,180326.38,13655.57,680989.78,0,2,1,2,7
IND71063,"Jennifer Cox",22,24062,19-03-2001,"Shawn Cook",African,"Software Engineer I",High,Silver,315981.67,43658.61,1,6394.97,758590.98,1045776.75,366021.86,679754.89,66448.19,1445831.22,1,2,1,2,8
IND41653,"Christopher Reynolds",50,7669,07-03-2021,"Joshua Bennett",European,"Speech Pathologist",High,Jade,66391.14,13088.72,1,141.3,536031.45,107038.73,72218.9,42557.57,3854.82,755302.89,3,1,2,2,9
IND82371,"Terry Black",60,33117,16-12-2001,"Keith Griffin",Australian,"Research Assistant II",High,Jade,51443.62,8991.84,1,7099.67,261255.79,530295.83,158750.98,196918.77,66527.81,1738470.8,0,2,2,2,10
IND75420,"Janice Gray",73,14413,17-01-2001,"Anthony Torres",African,"Legal Assistant",High,Jade,209712.86,16818.27,1,2467.83,226487.54,39921.32,64187.22,14653.47,12887.17,96489.56,1,2,3,1,11
IND95008,"Clarence Murray",43,25002,19-06-2016,"Phillip Peters",American,"Web Developer IV",High,Jade,417117.08,7290.91,1,7436.68,981015.4,2057795.31,1248170.92,530641.31,64086.92,1188000.12,1,3,3,1,12
IND56438,"Jane Reynolds",52,7822,10-04-2019,"Keith Griffin",European,"Product Engineer",Low,Gold,82231.69,14281.92,1,4312.71,36652.66,743620.88,378112.31,221825.89,20722.36,479827.46,1,1,3,2,13
IND62378,"Christina Hunt",23,34571,05-04-2012,"Frank Brown",American,"Media Manager IV",High,Silver,158077.07,26127.99,1,6228,262656.05,1211126.42,622230.09,454672.42,41574.52,1004496.25,2,2,3,1,14
IND84180,"Nancy Mitchell",20,15142,17-03-2019,"Donald Reynolds",Asian,"VP Accounting",Mid,Gold,277452.63,49296.45,1,2428.38,205873.6,141935.64,171393.98,107978.21,25416.68,601229.85,2,5,3,2,15
IND69349,"Benjamin Garza",17,18379,08-12-2004,"Mark Montgomery",Asian,"Media Manager IV",Mid,Gold,350625.04,27300.3,1,6833.39,867561.77,796059.43,314721.17,299355.37,89702.47,963282.93,0,4,3,2,16
IND65968,"Roy Hughes",77,8473,27-10-2001,"Bobby Burton",American,"Graphic Designer",High,Jade,185599.45,23896.32,2,1233.15,457126.66,303143.84,249011.02,107399.53,26623.11,407741.25,1,2,3,1,17
IND83086,"Arthur Duncan",46,14376,02-12-2008,"Bobby Burton",American,"Database Administrator III",Mid,Silver,95819.67,2697.8,1,1816.94,780831.58,253946.59,67504.79,103475.2,9755.8,351955.74,0,1,4,1,18
IND70927,"Donald Hanson",83,11190,28-02-2013,"Shawn Cook",European,"Web Designer III",High,Jade,30898.92,21343.5,3,845.99,162813.13,150843.39,149003.84,34951.52,5480.14,395819.66,1,1,4,1,19
IND71808,"Mary Johnston",72,17834,07-02-2004,"Jesse Evans",Asian,"Programmer Analyst IV",Mid,Platinum,66283.45,28269.72,2,3500.2,508481.5,363561.05,331244.51,73439.33,9567.96,319287.61,0,2,1,1,20
IND17448,"George Fowler",31,14779,03-02-2020,"Bobby Burton",European,"Recruiting Manager",Low,Jade,46525.22,5173.56,1,1349.77,381700.42,116082.89,61455.65,40560.73,17195.67,597224.79,1,1,2,2,21
IND24125,"Scott Mitchell",61,35662,30-04-2018,"Anthony Torres",Asian,"Staff Scientist",High,Jade,231731.08,73595.55,1,2370.78,1198853.05,99957.67,50540.4,37062.96,106.53,652778.42,2,5,3,1,22
IND96154,"Joan Ortiz",22,11043,13-02-2021,"Roger Alexander",European,"Assistant Professor",High,Jade,122947.04,31710.43,1,364.7,34744.49,214791.36,149788.71,162054.43,22845.44,177518.04,2,2,4,1,1
IND35689,"Cheryl Garrett",48,11467,13-03-1995,"Phillip Peters",Australian,"Geologist I",High,Gold,123401.7,70315.52,1,5618.62,1033489.82,1572645.27,875211.28,344614.44,85673.9,1678416.17,2,4,1,1,2
IND28975,"Nicholas Watkins",47,21777,02-06-2011,"Dennis Morris",American,"Accountant III",Mid,Jade,342354.81,25422.7,2,5913.22,1475135.45,1251739.72,561804.44,271243.13,64653.54,616714.62,1,3,1,2,3
IND39526,"Tammy Kim",61,18447,11-01-2020,"Jesse Evans",Asian,"Registered Nurse",High,Jade,59012.4,22778.92,2,1249.74,65119.84,66531.74,25265.22,43035.09,4403.3,371481.53,0,1,1,1,4
IND96775,"Larry Brooks",30,18822,24-10-2005,"Shawn Long",European,"Desktop Support Technician",High,Platinum,162714.82,21954.24,1,342.57,342340.6,81825.8,35481.98,45424.18,24733.71,873421.3,3,2,2,2,8
IND90131,"Stephen Carr",81,467,22-11-1995,"Shawn Cook",Asian,"Systems Administrator IV",High,Jade,157581.38,33288,1,5292.45,785409.84,1042672.65,466458.82,524354.59,18663.8,1436150.34,1,3,2,1,9
IND68422,"Alan Taylor",67,28613,28-10-2017,"Anthony Simpson",European,"Systems Administrator II",High,Gold,75751.94,25677.08,1,6576.37,467736.47,434860.5,185978.08,85768.71,22662.59,1703957.08,1,2,3,2,10
IND34367,"Johnny Richardson",72,533,28-10-2014,"Steve Diaz",Australian,"Human Resources Assistant IV",Mid,Jade,121290.33,21999.78,1,2810.3,1354505.05,2640689.23,604079.24,762865.78,2175.48,1101119.76,3,3,3,2,11
IND56930,"Arthur Sullivan",71,32252,21-03-2018,"Joshua Little",European,"Media Manager I",High,Jade,100123.92,16866.9,1,5213.44,1263579.47,300310.91,226208.21,144149.23,52584.84,588852.5,1,4,3,2,12
IND47675,"Walter Arnold",25,5209,22-10-1995,"Joe Hanson",European,"Database Administrator IV",High,Gold,41697.2,19048.16,3,4324.19,135573.47,1188019.35,282047.76,458113.94,30149.8,751123.18,1,2,3,1,13
IND91448,"Roger Hernandez",51,20243,02-07-1995,"George Lewis",Asian,"Software Engineer III",High,Jade,20674.14,22214.91,3,2668.36,770743.92,665784.05,246586.69,290972.29,20937.56,316932.98,0,1,3,2,14
IND37820,"Harry Martin",65,18920,09-09-2019,"Ernest Rivera",American,"Help Desk Operator",High,Jade,158667.27,11230.96,2,169.94,595889.48,108528.91,81111.08,23522.21,25136.7,760343.56,1,2,3,1,15
IND25754,"Ruth Bailey",67,8104,09-06-2005,"Douglas Tucker",European,"Automation Specialist III",Low,Gold,42783.86,8986.11,1,3264.19,703366.71,0,0,0,44402.48,1159400.47,1,2,3,2,1
IND50610,"Howard Stephens",65,38825,08-03-2008,"Benjamin Kim",American,"Occupational Therapist",High,Jade,73154.79,28365.12,1,6759.92,860465.42,1636294.1,597876.69,809650.91,5187.44,730930.64,1,3,4,1,2
IND26467,"Thomas Welch",70,3351,05-10-2015,"Jesse Evans",Asian,"Statistician IV",Mid,Jade,179278.41,35155.74,1,5878.44,271176.21,153422.33,71597.09,46202.04,17116.17,1525523.09,0,2,4,2,3
IND73333,"Gary Ellis",23,2054,21-03-2012,"Todd Roberts",Asian,"Safety Technician II",Mid,Silver,337287.43,16309.53,2,1813.65,112600.93,211212.83,171610.42,161577.81,413.34,1031824.45,0,2,3,2,4
IND69547,"Terry Ray",34,11955,01-06-2011,"Shawn Long",American,"Accountant IV",High,Gold,91325.45,40384.32,2,8142.08,1722890.07,247701.74,52064.7,104650.04,33788.13,1256481.75,1,2,1,1,5
IND14819,"Mark Ward",38,4878,25-01-2019,"Donald Reynolds",Asian,"Automation Specialist IV",Mid,Jade,123570.37,7933.2,1,1478.23,464089.94,19275.25,16761.09,5698.77,25492.38,534089.17,1,2,2,1,6
IND43846,"Carol Freeman",65,9736,09-11-2012,"Chris Armstrong",European,"GIS Technical Architect",High,Silver,208133.32,23802.24,3,1476.26,707351.57,1525936.45,1074790.02,194125.65,62873.28,721018.12,1,2,3,1,7
IND50683,"Gregory Mason",34,19885,14-03-2019,"Jeremy Vasquez",European,Professor,Low,Jade,171731.73,10815.36,1,4130.69,378784.85,901622.66,281306.27,365193.24,19452.66,1341318.89,1,2,4,2,8
IND70906,"Paul Armstrong",26,31831,28-06-2020,"Paul Larson",European,"Media Manager IV",Low,Silver,89041.08,17562.24,1,1276.31,207413.11,65425.86,87586.24,17939.35,2289.93,460558.02,3,1,1,2,9
IND57481,"Clarence Sullivan",79,39581,21-12-2021,"Shawn Long",European,"Sales Associate",High,Jade,90878.3,40976.39,2,1848.48,1479472.5,1142056.35,692722.7,216616.26,3673.65,945657.26,3,4,1,1,10
IND59872,"Keith Ray",52,23804,11-12-2021,"Jeremy Vasquez",Asian,"Web Designer III",High,Platinum,194269.93,52194.36,1,3085.91,1036239.1,1621386.24,594095.72,585679.37,6651.8,848117.62,0,2,1,1,11
IND29699,"Roy Lee",45,24321,18-01-2006,"Chris Armstrong",European,"Statistician III",Low,Jade,244407.55,7794.62,1,160.92,148105.88,1349926.19,714666.81,177872.63,2931.97,1464641.47,2,2,2,2,12
IND74437,"Matthew GoPKRalez",28,19548,13-10-2003,"Jeremy Vasquez",European,"Senior Developer",High,Jade,89835.34,10536.85,3,478.23,1170365.01,1045397.52,872960.82,210911.64,43825.62,1325281.55,0,3,2,1,13
IND72103,"Norma Washington",44,40821,27-05-2021,"Joshua Little",Asian,"Dental Hygienist",Mid,Silver,251512.74,44473.28,1,3613.77,337250.6,136148.51,122302.9,109541.86,34364.68,251233.8,2,5,3,2,14
IND49677,"Thomas Peters",46,7641,18-07-2006,"Raymond Alexander",American,"Web Designer II",Mid,Gold,29990.47,3006.14,3,2847.68,416331.58,154325.5,44093,84364.61,16184.48,493787.55,1,1,3,1,15
IND68590,"Larry Baker",60,34236,27-09-2019,"Victor Ramos",Asian,"Web Developer IV",Low,Jade,89882.99,19533.21,3,2666.57,857309,222362.18,157424.55,38569.01,62249.69,1491923.98,2,2,3,1,16
IND42163,"Cynthia Wheeler",76,29628,01-02-2007,"Nicholas Cunningham",American,"Budget/Accounting Analyst III",Mid,Silver,166062.12,32686.84,1,83.8,94568.8,136205.19,63238.12,134989.07,14772.92,336401.2,0,1,3,2,17
IND25041,"Lillian Jackson",59,32066,14-03-2013,"Mark Montgomery",Australian,"Media Manager IV",Mid,Jade,245836.28,30283,1,759.19,757839.23,97270.64,74744.81,16587.2,3237.41,437606.29,3,2,3,2,18
IND32204,"Lori Marshall",27,23669,08-03-2020,"Jonathan Hawkins",Asian,"Structural Engineer",High,Jade,340982.2,51114.38,1,2538.76,923578.54,222884.56,166278.96,125629.06,22111.56,1006246.11,1,5,3,2,19
IND94129,"Jerry Rogers",62,27712,21-11-2017,"Stephen Payne",European,"Payment Adjustment Coordinator",Mid,Platinum,99927.63,6232.67,1,579.14,115782.46,17503.97,13791.01,15276.19,10968.36,459031.79,1,2,3,2,20
IND68054,"Roy Armstrong",44,22102,29-11-2020,"Phillip Peters",European,"Human Resources Manager",Mid,Jade,98458.06,5650.56,3,2086.16,470697.02,417648.82,263516.52,229010.77,5986.98,376548.75,1,1,4,1,21
IND98980,"Alan Wheeler",39,16663,16-09-2015,"Roger Alexander",European,"Design Engineer",Mid,Jade,38002.72,22652.8,1,2262.89,282746.52,827644.32,317523.92,253758.87,11236.21,254947.6,0,1,4,2,22
IND77041,"Teresa Kennedy",39,21182,13-11-2008,"Jerry Green",Australian,"Administrative Officer",High,Platinum,68540.57,15155.84,3,6049.74,208728.05,1548129.75,1071782.13,266490.03,68334.88,1016647.91,2,2,3,2,1
IND56058,"Charles Banks",43,18625,14-09-2021,"Raymond Alexander",European,"Automation Specialist I",High,Jade,232630.34,41074.04,1,3004.51,256989.41,47812.38,20320.26,34317.33,24242.82,606146.02,2,2,1,2,2
IND89708,"David Howell",71,23116,15-01-2006,"Jonathan Hawkins",European,"Payment Adjustment Coordinator",High,Gold,123854.66,34316.46,1,6590.94,721781.54,193381.28,108776.97,108414.38,22412.76,734227.03,1,3,2,2,3
IND71190,"Wayne Baker",69,16470,16-02-2015,"George Lewis",European,"Research Assistant III",High,Gold,281097.73,19224.09,1,6240.59,612848.63,893388.79,402900.82,472970.53,10046.04,925647.61,0,2,3,1,4
IND70757,"Benjamin Wheeler",46,24059,16-09-2009,"Keith Griffin",Asian,"Systems Administrator I",Mid,Jade,98764.34,27175.62,3,425.1,117867.76,29873.72,24108.61,28301.42,16602.52,45228.19,2,1,4,1,8
IND15919,"Ann Harper",28,13943,18-09-1999,"Roy Rice",European,"Human Resources Manager",Mid,Gold,327053.35,49660.4,1,3322.53,198880.12,1120917.37,280229.34,437157.77,62268.46,1385622.98,3,2,1,1,9
IND59154,"Susan Webb",45,36156,27-11-2017,"Jesse Evans",European,"Web Developer II",High,Jade,145351.01,23670,3,4530.66,1266636.67,268319.47,183442.9,81317.23,60661.14,1603253.74,0,2,1,1,10
IND25459,"Lawrence Powell",26,34581,06-01-2021,"Joshua Bennett",Asian,"VP Accounting",High,Platinum,94711.61,47943.96,1,11756.75,426759.8,358461.91,146643.51,52535.62,26495.88,1540519.46,0,4,1,2,11
IND29817,"Anna Holmes",72,25728,27-05-2018,"Anthony Berry",European,"Civil Engineer",Mid,Jade,129558.06,2370.82,3,916.1,259774.42,162718.23,52883.43,97834.34,6109.39,104134.93,1,1,2,1,12
IND82819,"Sean Larson",69,25253,18-01-2008,"Samuel Fowler",American,"Research Assistant II",High,Jade,26994.24,16050.3,1,1862.79,299906.15,160834.72,165496.6,75032.89,15247.41,167690.91,0,1,2,1,13
IND48072,"Jacqueline Thompson",62,7488,29-10-2005,"Ernest Rivera",Asian,"Media Manager II",High,Jade,355157.28,27284.8,1,634.3,590881.31,590910.23,284305.86,218525.29,78541.76,915318.48,1,3,3,1,14
IND36436,"Laura Griffin",59,28899,24-04-2001,"Jonathan Hawkins",European,"Payment Adjustment Coordinator",High,Jade,41767.79,8383.95,2,2441.01,485044.13,110338.46,85261.53,28086.15,22408.06,541229.47,2,1,3,1,15
IND85558,"William Hernandez",20,25079,08-11-2020,"Steve Diaz",European,"Junior Executive",High,Jade,67275.34,10237.13,1,1931.84,36150.6,65074.83,19645.23,47173.12,28646.69,146020.64,1,1,3,1,1
IND21262,"Irene Wood",32,4381,14-07-2011,"Anthony Berry",Asian,"Senior Financial Analyst",High,Jade,242779.9,13511.57,1,3344.54,610132.67,972181.04,672252.85,206329.91,1940.57,361619.85,0,2,3,1,2
IND25060,"Kevin Cole",76,19292,16-09-2003,"Paul Larson",American,"Account Executive",Low,Jade,222899.46,24385.3,1,3614.94,1056210.15,533504.83,376189.3,184674.75,36158.13,692560.08,2,4,3,2,3
IND50748,"Jeffrey Martin",45,26661,29-10-2016,"Mark Montgomery",European,"VP Quality Control",Mid,Silver,159565.95,10513.36,1,214.3,30799.52,153777.15,153777.15,96286.08,7605.92,150074.14,1,2,3,1,4
IND53747,"Ashley Howell",55,29856,25-08-2013,"Anthony Berry",European,"Software Engineer II",High,Silver,146013.3,56286.9,3,5845.32,501918.03,540423.01,375169.7,60741.76,37488.83,1325879.28,3,3,3,1,5
IND17734,"Mary Peters",33,6705,09-08-2008,"Anthony Simpson",European,"Project Manager",High,Silver,97226.35,8672.45,1,230.46,204220.49,167557.22,100534.33,46245.79,17867.54,385574.52,1,1,4,1,6
IND92033,"Phillip Collins",58,16563,09-04-2004,"Victor Ramos",European,"Statistician II",Mid,Gold,141166.41,15831.7,2,733.15,463993.93,641428.5,174935.05,485736.31,19931.45,579505.63,2,2,4,2,7
IND52344,"Steven Greene",33,32951,12-04-2019,"Chris Armstrong",Asian,"Sales Associate",Mid,Jade,93955.28,12466.08,1,3247.58,210735.85,1055041.27,495223.45,186893.03,52917.3,886219.49,0,2,1,2,8
IND75455,"Juan Garcia",38,27514,12-09-2000,"Jonathan Hawkins",Asian,"Programmer Analyst II",Low,Silver,320879.52,51955.2,1,1144.32,970674.43,818115.38,553932.29,310202.08,32401.15,146340.1,3,3,2,2,9
IND69891,"Michael Murphy",56,18359,02-06-2016,"Joshua Ryan",European,"Senior Financial Analyst",High,Silver,54290.17,42073.56,1,956.96,643495.1,784410.93,511572.35,168818.87,23723.44,177830.8,1,2,3,2,10
IND42851,"Nicholas Turner",18,21932,10-10-2020,"Shawn Long",European,"Research Nurse",Mid,Silver,330308.97,16170.23,1,6638.09,402515.4,761183.7,239938.34,446450.79,6083.35,1653819.7,1,3,4,2,11
IND74794,"Cynthia Hudson",76,36803,10-02-2016,"Ernest Rivera",American,"Geologist I",Mid,Gold,154172.7,4635.45,1,2203.99,59079.38,96969.34,53679.45,124259.28,6013.98,157943.52,0,2,1,2,12
IND55441,"Paul Welch",18,10294,11-01-2020,"Mark Montgomery",European,"Marketing Manager",High,Jade,157969.47,42671.16,1,866.95,93297.66,340347.54,417200.21,114620.27,9192.55,582802.8,2,2,1,1,13
IND97245,"Jerry Fernandez",82,11117,07-10-2009,"Jesse Evans",Asian,"Budget/Accounting Analyst IV",High,Jade,109137.69,29740.38,1,1592.08,170751.62,163700.58,143858.09,128132.91,6328.24,667411.47,2,2,1,2,14
IND80718,"Jerry Hudson",61,14362,19-03-1996,"Anthony Torres",European,"VP Accounting",Low,Jade,150527.18,24319.8,1,669.74,364947.36,240865.26,164226.31,218785.94,1631.12,115375.29,2,2,2,1,15
IND60540,"Carl Reed",20,28139,10-03-2016,"Jesse Evans",European,"Community Outreach Specialist",High,Platinum,183239.56,28524.5,1,4405.46,1563406.77,0,0,0,42021.26,1148859.01,0,4,2,2,16
IND84388,"Louise Morrison",47,11139,04-02-1996,"Joshua Ryan",Asian,"General Manager",High,Gold,279987.37,30587.76,1,1908.18,872874.22,229477.33,212048.67,87840.43,6347.17,967363.07,2,2,3,1,17
IND73711,"Frances Hunt",80,8126,02-07-2003,"Jesse Evans",Asian,"Health Coach IV",Mid,Platinum,274732.47,20300.33,2,1924.04,254175.22,417528.27,404681.24,244800.03,7197.51,754618.29,1,2,3,1,18
IND70721,"Sara Mason",36,35543,25-09-2020,"Shawn Wallace",European,"Administrative Assistant II",Low,Jade,65580.31,18432.38,1,1516.96,361994.69,196577.79,211139.11,152893.84,16609.5,300334.45,1,2,3,1,19
IND91832,"Ernest Wood",67,25555,22-04-2006,"Keith Griffin",European,"Programmer Analyst IV",Mid,Jade,212637,37999.42,1,7325.29,972318.74,1748132.83,749199.78,753084.52,75058.44,1887293.47,0,2,3,2,20
IND95921,"Clarence Lawrence",80,20342,26-07-2019,"Benjamin Kim",American,"Accounting Assistant III",High,Gold,76947.92,25379.58,1,1681.78,642373.3,572485.42,288244.41,136755.96,14367.51,866120.54,2,2,3,1,21
IND94561,"Jose Sanders",34,30376,19-02-2005,"Joshua Little",European,"Developer I",Mid,Silver,129121.92,18411.2,3,7002.94,921744.22,1347837.65,390495.02,1051691.26,51998.58,1441628.12,2,3,3,1,22
